ROI_Type,Y,X
Bleach,161,192
Bleach,161,193
Bleach,161,194
Bleach,161,195
Bleach,161,197
Bleach,161,198
Bleach,161,199
Bleach,161,200
Bleach,161,201
Bleach,161,202
Bleach,161,203
Bleach,161,204
Bleach,161,205
Bleach,161,206
Bleach,161,207
Bleach,161,208
Bleach,161,209
Bleach,161,210
Bleach,161,211
Bleach,161,212
Bleach,161,213
Bleach,162,180
Bleach,162,181
Bleach,162,182
Bleach,162,190
Bleach,162,191
Bleach,162,192
Bleach,162,193
Bleach,162,194
Bleach,162,198
Bleach,162,199
Bleach,162,200
Bleach,162,201
Bleach,162,202
Bleach,162,203
Bleach,162,204
Bleach,162,205
Bleach,162,206
Bleach,162,207
Bleach,162,208
Bleach,162,209
Bleach,162,210
Bleach,162,211
Bleach,162,212
Bleach,163,179
Bleach,163,180
Bleach,163,181
Bleach,163,182
Bleach,163,183
Bleach,163,191
Bleach,163,192
Bleach,163,193
Bleach,163,199
Bleach,163,200
Bleach,163,201
Bleach,163,202
Bleach,163,203
Bleach,163,204
Bleach,163,205
Bleach,163,206
Bleach,163,207
Bleach,163,208
Bleach,163,209
Bleach,163,210
Bleach,163,211
Bleach,164,178
Bleach,164,179
Bleach,164,180
Bleach,164,181
Bleach,164,182
Bleach,164,183
Bleach,164,184
Bleach,164,192
Bleach,164,199
Bleach,164,200
Bleach,164,201
Bleach,164,202
Bleach,164,203
Bleach,164,205
Bleach,164,206
Bleach,164,207
Bleach,164,209
Bleach,164,210
Bleach,165,177
Bleach,165,178
Bleach,165,179
Bleach,165,180
Bleach,165,181
Bleach,165,182
Bleach,165,183
Bleach,165,184
Bleach,165,198
Bleach,165,199
Bleach,165,200
Bleach,165,201
Bleach,165,202
Bleach,165,206
Bleach,166,178
Bleach,166,179
Bleach,166,180
Bleach,166,181
Bleach,166,182
Bleach,166,183
Bleach,166,199
Bleach,166,200
Bleach,166,201
Bleach,167,179
Bleach,167,180
Bleach,167,181
Bleach,167,182
Bleach,167,200
Bleach,168,180
Reference_BBox_Y_Min,0,
Reference_BBox_Y_Max,511,
Reference_BBox_X_Min,,0
Reference_BBox_X_Max,,511
